Date,temperatur_emax(°C),prec_sum (mm),rain_sum (mm)
2021-11-23,6.0,0.00,0.00
2021-11-24,6.4,0.00,0.00
2021-11-25,5.7,0.00,0.00
2021-11-26,3.1,17.50,8.70
2021-11-27,2.9,0.80,0.60
2021-11-28,3.2,7.80,5.20
2021-11-29,3.1,0.30,0.00
2021-11-30,4.5,3.60,2.70
2021-12-01,6.8,3.10,3.10
2021-12-02,7.6,2.10,2.10
2021-12-03,4.7,0.10,0.10
2021-12-04,3.1,0.30,0.30
2021-12-05,1.8,9.90,5.10
2021-12-06,4.1,3.40,1.40
2021-12-07,2.6,0.00,0.00
2021-12-08,3.6,0.00,0.00
2021-12-09,1.3,14.80,0.00
2021-12-10,0.5,0.10,0.00
2021-12-11,1.2,0.00,0.00
2021-12-12,2.3,0.00,0.00
2021-12-13,4.3,0.00,0.00
2021-12-14,5.1,0.00,0.00
2021-12-15,7.1,0.00,0.00
2021-12-16,7.7,0.00,0.00
2021-12-17,7.3,0.00,0.00
2021-12-18,5.7,0.00,0.00
2021-12-19,6.6,0.00,0.00
2021-12-20,5.1,2.00,2.00
2021-12-21,2.9,0.00,0.00
2021-12-22,0.6,0.00,0.00
2021-12-23,-0.6,0.30,0.00
2021-12-24,8.4,3.20,2.50
2021-12-25,7.8,4.00,3.30
2021-12-26,-0.7,0.00,0.00
2021-12-27,1.2,0.00,0.00
2021-12-28,0.7,2.70,2.30
2021-12-29,4.8,4.20,4.20
2021-12-30,8.3,2.10,2.10
2021-12-31,15.4,0.10,0.10
2022-01-01,14.6,0.00,0.00
2022-01-02,10.2,0.00,0.00
2022-01-03,13.2,0.00,0.00
2022-01-04,9.8,1.90,1.90
2022-01-05,8.9,2.80,2.80
2022-01-06,6.0,0.10,0.10
2022-01-07,2.0,0.00,0.00
2022-01-08,-0.0,0.00,0.00
2022-01-09,-0.2,1.00,0.00
2022-01-10,3.4,1.30,0.00
2022-01-11,1.5,0.00,0.00
2022-01-12,-1.1,0.00,0.00
2022-01-13,4.8,0.00,0.00
2022-01-14,10.2,0.00,0.00
2022-01-15,6.3,0.00,0.00
2022-01-16,3.8,0.00,0.00
2022-01-17,7.0,2.70,2.70
2022-01-18,4.9,0.00,0.00
2022-01-19,4.1,0.00,0.00
2022-01-20,6.1,1.40,1.40
2022-01-21,2.1,0.40,0.00
2022-01-22,2.8,3.90,0.90
2022-01-23,2.2,1.00,0.60
2022-01-24,1.0,0.00,0.00
2022-01-25,2.9,0.00,0.00
2022-01-26,3.3,0.00,0.00
2022-01-27,7.5,0.50,0.50
2022-01-28,6.8,0.10,0.10
2022-01-29,5.6,3.80,3.50
2022-01-30,8.6,0.40,0.40
2022-01-31,4.9,1.20,1.20
2022-02-01,5.1,3.20,1.60
2022-02-02,7.1,5.90,4.90
2022-02-03,8.4,0.00,0.00
2022-02-04,9.3,0.00,0.00
2022-02-05,7.7,0.10,0.10
2022-02-06,6.3,0.70,0.70
2022-02-07,6.0,3.40,3.40
2022-02-08,8.1,0.00,0.00
2022-02-09,13.0,0.00,0.00
2022-02-10,12.5,0.00,0.00
2022-02-11,8.3,1.90,1.90
2022-02-12,7.2,0.00,0.00
2022-02-13,7.7,0.00,0.00
2022-02-14,8.4,0.00,0.00
2022-02-15,9.7,0.70,0.70
2022-02-16,11.9,1.90,1.90
2022-02-17,15.9,5.90,5.90
2022-02-18,12.6,1.10,1.10
2022-02-19,12.0,0.10,0.10
2022-02-20,11.1,0.10,0.10
2022-02-21,8.4,0.40,0.40
2022-02-22,8.1,1.50,1.50
2022-02-23,11.6,1.80,1.80
2022-02-24,13.4,0.00,0.00
2022-02-25,8.5,0.00,0.00
2022-02-26,7.3,1.30,1.30
2022-02-27,9.0,0.00,0.00
2022-02-28,5.1,0.30,0.30
2022-03-01,7.5,0.00,0.00
2022-03-02,7.5,0.00,0.00
2022-03-03,7.7,0.00,0.00
2022-03-04,5.8,0.00,0.00
2022-03-05,5.4,0.20,0.20
2022-03-06,4.4,0.00,0.00
2022-03-07,3.9,0.00,0.00
2022-03-08,7.6,0.00,0.00
2022-03-09,11.0,0.00,0.00
2022-03-10,8.5,0.00,0.00
2022-03-11,4.9,0.00,0.00
2022-03-12,7.1,0.00,0.00
2022-03-13,11.4,0.00,0.00
2022-03-14,14.1,0.00,0.00
2022-03-15,15.0,0.80,0.80
2022-03-16,10.6,2.50,2.50
2022-03-17,12.4,0.00,0.00
2022-03-18,11.9,0.00,0.00
2022-03-19,11.9,0.00,0.00
2022-03-20,10.3,0.00,0.00
2022-03-21,12.5,0.00,0.00
2022-03-22,16.5,0.00,0.00
2022-03-23,20.2,0.00,0.00
2022-03-24,20.3,0.00,0.00
2022-03-25,18.8,0.00,0.00
2022-03-26,19.3,0.00,0.00
2022-03-27,17.2,0.00,0.00
2022-03-28,21.1,0.00,0.00
2022-03-29,21.4,0.00,0.00
2022-03-30,16.6,1.00,1.00
2022-03-31,10.8,14.50,14.50
2022-04-01,6.2,2.20,2.20
2022-04-02,4.0,2.00,0.00
2022-04-03,4.9,1.10,0.10
2022-04-04,8.7,0.10,0.10
2022-04-05,11.2,1.30,1.30
2022-04-06,19.7,0.20,0.20
2022-04-07,19.3,0.20,0.20
2022-04-08,15.7,4.60,4.60
2022-04-09,11.3,0.50,0.50
2022-04-10,9.4,0.90,0.90
2022-04-11,11.9,0.00,0.00
2022-04-12,17.1,0.00,0.00
2022-04-13,19.8,0.00,0.00
2022-04-14,22.0,0.00,0.00
2022-04-15,18.8,3.60,3.60
2022-04-16,9.7,0.00,0.00
2022-04-17,12.5,0.00,0.00
2022-04-18,12.9,0.20,0.20
2022-04-19,8.1,5.90,5.90
2022-04-20,12.8,0.00,0.00
2022-04-21,17.1,0.00,0.00
2022-04-22,10.4,5.70,5.70
2022-04-23,14.4,1.80,1.80
2022-04-24,19.9,3.10,3.10
2022-04-25,15.9,1.90,1.90
2022-04-26,16.4,0.10,0.10
2022-04-27,11.9,7.70,7.70
2022-04-28,18.0,0.00,0.00
2022-04-29,19.5,0.00,0.00
2022-04-30,20.9,0.00,0.00
2022-05-01,18.7,0.50,0.50
2022-05-02,21.5,0.00,0.00
2022-05-03,22.4,0.80,0.80
2022-05-04,20.7,1.80,1.80
2022-05-05,22.5,0.40,0.40
2022-05-06,19.4,1.60,1.60
2022-05-07,20.0,5.80,5.80
2022-05-08,20.6,0.60,0.60
2022-05-09,22.9,0.10,0.10
2022-05-10,24.2,0.00,0.00
2022-05-11,27.6,0.00,0.00
2022-05-12,29.1,0.60,0.60
2022-05-13,23.8,1.90,1.90
2022-05-14,23.8,0.00,0.00
2022-05-15,25.5,0.00,0.00
2022-05-16,26.7,0.80,0.80
2022-05-17,20.0,25.50,25.50
2022-05-18,20.6,0.00,0.00
2022-05-19,24.5,0.00,0.00
2022-05-20,28.9,0.00,0.00
2022-05-21,25.8,0.30,0.30
2022-05-22,22.5,0.00,0.00
2022-05-23,21.8,0.00,0.00
2022-05-24,21.9,3.00,3.00
2022-05-25,20.9,3.10,3.10
2022-05-26,24.0,0.10,0.10
2022-05-27,26.3,0.30,0.30
2022-05-28,19.6,0.00,0.00
2022-05-29,18.1,1.20,1.20
2022-05-30,19.9,0.10,0.10
2022-05-31,24.6,0.30,0.30
2022-06-01,25.2,6.00,6.00
2022-06-02,25.0,0.70,0.70
2022-06-03,28.6,0.10,0.10
2022-06-04,29.7,2.90,2.90
2022-06-05,27.4,0.00,0.00
2022-06-06,26.1,9.90,9.90
2022-06-07,25.9,7.10,7.10
2022-06-08,23.0,10.50,10.50
2022-06-09,19.1,14.80,14.80
2022-06-10,21.4,14.70,14.70
2022-06-11,25.7,0.00,0.00
2022-06-12,27.8,0.00,0.00
2022-06-13,25.2,0.60,0.60
2022-06-14,22.8,0.00,0.00
2022-06-15,26.4,0.00,0.00
2022-06-16,28.7,8.30,8.30
2022-06-17,25.0,0.00,0.00
2022-06-18,28.3,0.00,0.00
2022-06-19,29.7,0.00,0.00
2022-06-20,29.9,2.40,2.40
2022-06-21,24.9,0.10,0.10
2022-06-22,26.8,0.00,0.00
2022-06-23,29.3,0.00,0.00
2022-06-24,29.5,0.10,0.10
2022-06-25,24.4,2.70,2.70
2022-06-26,30.8,0.00,0.00
2022-06-27,33.7,0.20,0.20
2022-06-28,31.0,0.00,0.00
2022-06-29,35.1,0.50,0.50
2022-06-30,35.3,0.30,0.30
2022-07-01,34.1,4.30,4.30
2022-07-02,26.7,1.80,1.80
2022-07-03,31.3,0.00,0.00
2022-07-04,28.7,3.20,3.20
2022-07-05,21.6,21.70,21.70
2022-07-06,24.8,2.20,2.20
2022-07-07,23.7,1.00,1.00
2022-07-08,20.9,0.60,0.60
2022-07-09,25.3,1.30,1.30
2022-07-10,20.9,0.10,0.10
2022-07-11,23.0,0.30,0.30
2022-07-12,24.3,0.20,0.20
2022-07-13,30.8,0.00,0.00
2022-07-14,34.1,0.00,0.00
2022-07-15,25.6,0.70,0.70
2022-07-16,27.6,0.00,0.00
2022-07-17,26.4,0.00,0.00
2022-07-18,29.0,0.00,0.00
2022-07-19,32.3,0.00,0.00
2022-07-20,34.7,0.00,0.00
2022-07-21,35.9,0.00,0.00
2022-07-22,34.9,0.00,0.00
2022-07-23,35.1,0.60,0.60
2022-07-24,31.3,0.10,0.10
2022-07-25,33.6,0.00,0.00
2022-07-26,24.9,5.80,5.80
2022-07-27,26.4,0.70,0.70
2022-07-28,29.6,0.00,0.00
2022-07-29,30.3,2.20,2.20
2022-07-30,23.7,12.10,12.10
2022-07-31,27.9,0.30,0.30
2022-08-01,28.3,0.40,0.40
2022-08-02,29.2,0.00,0.00
2022-08-03,31.5,0.00,0.00
2022-08-04,33.2,0.00,0.00
2022-08-05,36.0,0.00,0.00
2022-08-06,25.4,1.60,1.60
2022-08-07,26.2,2.00,2.00
2022-08-08,20.8,3.70,3.70
2022-08-09,28.4,0.00,0.00
2022-08-10,28.9,0.00,0.00
2022-08-11,27.2,0.00,0.00
2022-08-12,27.8,0.00,0.00
2022-08-13,28.2,0.00,0.00
2022-08-14,28.8,0.50,0.50
2022-08-15,32.4,0.60,0.60
2022-08-16,32.1,0.00,0.00
2022-08-17,34.2,0.00,0.00
2022-08-18,35.3,0.00,0.00
2022-08-19,30.4,0.20,0.20
2022-08-20,26.5,4.70,4.70
2022-08-21,21.3,15.20,15.20
2022-08-22,17.7,23.20,23.20
2022-08-23,21.1,15.80,15.80
2022-08-24,27.2,2.00,2.00
2022-08-25,29.6,2.60,2.60
2022-08-26,31.7,0.20,0.20
2022-08-27,28.2,2.10,2.10
2022-08-28,25.5,1.00,1.00
2022-08-29,26.7,0.40,0.40
2022-08-30,27.1,0.00,0.00
2022-08-31,25.4,0.40,0.40
2022-09-01,22.9,0.10,0.10
2022-09-02,22.0,0.00,0.00
2022-09-03,24.3,0.00,0.00
2022-09-04,22.0,4.20,4.20
2022-09-05,25.8,0.00,0.00
2022-09-06,23.7,1.20,1.20
2022-09-07,27.1,0.00,0.00
2022-09-08,28.2,4.90,4.90
2022-09-09,24.2,2.90,2.90
2022-09-10,22.4,4.40,4.40
2022-09-11,20.0,0.70,0.70
2022-09-12,21.3,0.10,0.10
2022-09-13,22.9,0.00,0.00
2022-09-14,23.2,5.00,5.00
2022-09-15,21.8,3.50,3.50
2022-09-16,18.0,0.40,0.40
2022-09-17,14.2,0.90,0.90
2022-09-18,15.3,2.40,2.40
2022-09-19,13.6,13.10,13.10
2022-09-20,14.0,4.80,4.80
2022-09-21,15.4,0.70,0.70
2022-09-22,15.8,0.10,0.10
2022-09-23,17.3,0.00,0.00
2022-09-24,17.7,0.10,0.10
2022-09-25,15.0,1.90,1.90
2022-09-26,18.6,2.60,2.60
2022-09-27,13.8,7.10,7.10
2022-09-28,17.1,0.90,0.90
2022-09-29,15.9,5.40,5.40
2022-09-30,15.1,19.50,19.50
2022-10-01,16.2,2.30,2.30
2022-10-02,16.3,4.50,4.50
2022-10-03,16.1,0.20,0.20
2022-10-04,16.9,0.20,0.20
2022-10-05,18.6,0.00,0.00
2022-10-06,23.1,0.00,0.00
2022-10-07,21.3,0.00,0.00
2022-10-08,19.2,0.00,0.00
2022-10-09,17.4,0.00,0.00
2022-10-10,17.9,0.00,0.00
2022-10-11,19.5,0.00,0.00
2022-10-12,17.3,0.40,0.40
2022-10-13,16.6,0.50,0.50
2022-10-14,16.1,3.70,3.70
2022-10-15,16.2,2.20,2.20
2022-10-16,20.4,0.00,0.00
2022-10-17,22.3,0.00,0.00
2022-10-18,20.3,1.90,1.90
2022-10-19,17.8,0.20,0.20
2022-10-20,15.3,0.00,0.00
2022-10-21,12.5,0.00,0.00
2022-10-22,11.9,3.40,3.40
2022-10-23,14.2,0.00,0.00
2022-10-24,16.5,10.40,10.40
2022-10-25,19.8,0.00,0.00
2022-10-26,13.7,0.10,0.10
2022-10-27,16.0,0.00,0.00
2022-10-28,13.2,0.00,0.00
2022-10-29,13.2,0.50,0.50
2022-10-30,11.8,0.00,0.00
2022-10-31,11.3,0.00,0.00
2022-11-01,12.7,0.00,0.00
2022-11-02,19.0,0.00,0.00
2022-11-03,16.4,0.00,0.00
2022-11-04,11.3,11.00,11.00
2022-11-05,11.8,0.00,0.00
2022-11-06,12.4,0.00,0.00
2022-11-07,14.3,0.80,0.80
2022-11-08,11.9,0.00,0.00
2022-11-09,10.1,0.30,0.30
2022-11-10,12.6,0.00,0.00
2022-11-11,12.9,0.00,0.00
2022-11-12,13.7,0.00,0.00
2022-11-13,10.7,0.00,0.00
2022-11-14,10.9,0.00,0.00
2022-11-15,8.9,0.00,0.00
2022-11-16,8.7,1.90,1.90
2022-11-17,9.4,0.40,0.40
2022-11-18,6.3,NaN,NaN
